title,experienceLevel,Skills,state,companyName,Salary,contractType,city
Deputy Area Sales Manager Goa,Mid-Senior level,"React, JavaScript, HTML, CSS",Goa,Ferrero,643457,Full-time,Goa
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Communication, Leadership, Teamwork",Delhi,Tata Cummins,977034,Full-time,Delhi
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Communication, Leadership, Teamwork",Chandigarh,Tata Cummins,540890,Full-time,Chandigarh
Area Sales Manager,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Chhattisgarh,TTK Prestige Ltd,330012,Full-time,Raipur
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"React, JavaScript, HTML, CSS",Delhi,Tata Cummins,913672,Full-time,Okhla
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Communication, Leadership, Teamwork",Chandigarh,Tata Cummins,905077,Full-time,Chandigarh
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Python, SQL, Machine Learning",Uttar Pradesh,Tata Cummins,323558,Full-time,Meerut
Sales Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Tamil Nadu,Meril,566917,Full-time,Chennai
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Communication, Leadership, Teamwork",Gujarat,Tata Cummins,629961,Full-time,Surat
Area Sales Manger / Sales Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Madhya Pradesh,Schwing Stetter India,1039079,Full-time,Indore
"Team Lead, Area sales Manager & Key Account Manager- Bengaluru",Not Applicable,"React, JavaScript, HTML, CSS",Karnataka,Paytm,1095849,Full-time,Bengaluru
EaseMyTrip - Assistant Manager/Manager - Sales,Entry level,"React, JavaScript, HTML, CSS",Uttar Pradesh,EaseMyTrip.com,583243,Full-time,Noida
Relationship Manager | Inside Sales and Servicing | B2B Sales,Mid-Senior level,"Communication, Leadership, Teamwork",Uttar Pradesh,Tata Cummins,534466,Full-time,Noida
"Manager – Sales, Indore",Mid-Senior level,"Python, SQL, Machine Learning",Madhya Pradesh,Texmo Industries,1329878,Full-time,Indore
Area Sales Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Telangana,Mahindra Group,1295314,Full-time,Hyderabad
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Data Analysis, Excel, Power BI",Delhi,Tata Cummins,1221629,Full-time,Kotwali
Assistant Sales Manager- Kalyan / Dombivli,Executive,"Communication, Leadership, Teamwork",Maharashtra,Homesfy Realty Ltd,437212,Full-time,Kalyan
Assistant Sales Manager - Noida,Entry level,"Data Analysis, Excel, Power BI",Uttar Pradesh,Homesfy Realty Ltd,1015332,Full-time,Noida
Elite Foods - Regional Sales Manager,Mid-Senior level,"AWS, Docker, Kubernetes",West Bengal,Elite Foods Pvt. Ltd.,1184984,Full-time,Kolkata
Sales Manager,Entry level,"Java, Spring Boot, Microservices",Tamil Nadu,Aditya Birla Capital,1369232,Full-time,Chennai
Sales Manager- Mohali,Associate,"Python, SQL, Machine Learning",Punjab,Zigsaw,967107,Full-time,Sahibzada Ajit Singh Nagar
Area Sales Manager,Associate,"React, JavaScript, HTML, CSS",India,PloPdo,1045775,Full-time,Rajasthan
LCS Sales Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Haryana,Disney+ Hotstar,599556,Full-time,Gurgaon
Assistant Manager - Sales & Specifications,Mid-Senior level,"C++, Data Structures, Algorithms",India,Saint-Gobain Group in India,1321358,Full-time,Chandigarh
Account Manager,Entry level,"C++, Data Structures, Algorithms",Haryana,airtel,1397672,Full-time,Gurgaon
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Communication, Leadership, Teamwork",Karnataka,Tata Cummins,905123,Full-time,Bengaluru
Assistant Manager- Sales,Executive,"Java, Spring Boot, Microservices",Uttar Pradesh,Carrier,942000,Full-time,Lucknow
Assistant Manager Sales (Pune),Mid-Senior level,"Java, Spring Boot, Microservices",Maharashtra,ALL - Accor Live Limitless,730318,Full-time,Mumbai
"Vacancies Area Sales Manager, Area Sales Officer, Area Business Manager",Mid-Senior level,"Data Analysis, Excel, Power BI",Telangana,Adidev Herbals,491650,Full-time,Hyderabad
Assistant Manager - Sales,Associate,"React, JavaScript, HTML, CSS",Telangana,DIAGEO India,774863,Full-time,Mahbubnagar
AM Sales & Sales Manager,Entry level,"Cybersecurity, Network Security, Ethical Hacking",Uttar Pradesh,SIS India Ltd,995613,Full-time,Varanasi
Territory Sales Manager - Corporate Sales,Mid-Senior level,"C++, Data Structures, Algorithms",Karnataka,Treebo Hotels,945022,Full-time,Bengaluru
Sales Manager,Entry level,"AWS, Docker, Kubernetes",West Bengal,Kotak Life,825863,Full-time,Kolkata
Field Sales Executive,Mid-Senior level,"Communication, Leadership, Teamwork",Uttar Pradesh,Tata Cummins,657137,Full-time,Ghaziabad
Sales Executive,Executive,"Java, Spring Boot, Microservices",Rajasthan,Lords Hotels & Resorts,730677,Full-time,Jaipur
Pharma sales executive,Mid-Senior level,"AWS, Docker, Kubernetes",Uttar Pradesh,Naukripay,898303,Full-time,Bareilly
"Account Manager, Ad Sales",Not Applicable,"Cybersecurity, Network Security, Ethical Hacking",Haryana,Google,661698,Full-time,Gurgaon
Regional Sales Manager (OTC Sales),Mid-Senior level,"AWS, Docker, Kubernetes",Maharashtra,Sarda Group,1185312,Full-time,Nashik
Assistant Sales Manager,Mid-Senior level,"Communication, Leadership, Teamwork",Haryana,Aditya Birla Capital,879105,Full-time,Gurgaon
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"AWS, Docker, Kubernetes",Delhi,Tata Cummins,699429,Full-time,Rohini
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Tata Cummins,383737,Full-time,Nashik
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"React, JavaScript, HTML, CSS",Rajasthan,Tata Cummins,616917,Full-time,Jaipur
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Data Analysis, Excel, Power BI",Rajasthan,Tata Cummins,978271,Full-time,Jaipur
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Python, SQL, Machine Learning",Maharashtra,Tata Cummins,1410630,Full-time,Mumbai
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"Python, SQL, Machine Learning",Gujarat,Tata Cummins,836824,Full-time,Ahmedabad
Senior Sales Executive / Sales Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Telangana,Workafella,1229063,Full-time,Hyderabad
Sales Manager,Entry level,"Java, Spring Boot, Microservices",Rajasthan,Aditya Birla Capital,1247500,Full-time,Jaipur
Assistant Manager | Field Sales and Servicing | B2B Sales,Mid-Senior level,"React, JavaScript, HTML, CSS",Delhi,Tata Cummins,315516,Full-time,Rajendra Place
ZEE - Assistant Manager/Manager - Marketing,Mid-Senior level,"C++, Data Structures, Algorithms",Maharashtra,Zee Entertainment Enterprises Limited,1120577,Full-time,Mumbai
FirstCry - Executive - Social Media,Mid-Senior level,"C++, Data Structures, Algorithms",Maharashtra,FirstCry.com (BrainBees Solutions Pvt. Ltd.),1160633,Full-time,Pune
Digital Marketing intern,Not Applicable,"Java, Spring Boot, Microservices",Maharashtra,Paytm,1102154,Internship,Mumbai
"Manager, Marketing Regional Brands",Associate,"AWS, Docker, Kubernetes",Karnataka,Tata Consumer Products,346953,Full-time,Bengaluru
Digital Marketing Manager,Mid-Senior level,"C++, Data Structures, Algorithms",Haryana,Zomato,1169455,Full-time,Gurugram
Social media (short creater),Entry level,"C++, Data Structures, Algorithms",Haryana,VOE ACADEMY,1492953,Full-time,Panchkula
Social Media Promoter,Executive,"C++, Data Structures, Algorithms",Delhi,Career Kendra,824269,Full-time,Delhi
Assistant Marketing Manager – South Asia (Unilever International),Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Unilever,634293,Full-time,Mumbai
Senior Manager – Shopper Marketing,Mid-Senior level,"Java, Spring Boot, Microservices",Uttar Pradesh,Tata Consumer Products,1082952,Full-time,Lucknow
Digital Marketing (3-6 years),Associate,"Java, Spring Boot, Microservices",Haryana,airtel,1250727,Full-time,Gurugram
Mamaearth - Assistant Manager - Performance Marketing,Mid-Senior level,"AWS, Docker, Kubernetes",Delhi,Mamaearth,355251,Full-time,Delhi Cantonment
"Manager – Marketing, D2C",Mid-Senior level,"Communication, Leadership, Teamwork",Karnataka,Tata Consumer Products,996579,Full-time,Bengaluru
Assistant Manager - Retention Marketing,Mid-Senior level,"Java, Spring Boot, Microservices",Maharashtra,SUGAR Cosmetics,1490398,Full-time,Mumbai
Digital Marketing Executive,Executive,"C++, Data Structures, Algorithms",Haryana,Wipro,1262341,Full-time,Gurugram
Manager- Ecommerce Marketing (Marketplace),Executive,"React, JavaScript, HTML, CSS",Maharashtra,Welspun World,630077,Full-time,Mumbai
Social Media Executive,Associate,"Python, SQL, Machine Learning",Rajasthan,PUNO,1370013,Full-time,Jaipur
Manager - Brand Marketing,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,Unacademy,1104945,Full-time,Bengaluru
Social Media Marketing Specialist,Associate,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Rebel Foods,495438,Full-time,Mumbai
Digital marketing freshers- Thane West,Executive,"AWS, Docker, Kubernetes",Maharashtra,AdEngage,490572,Full-time,Thane
Digital marketing freshers- Thane West,Executive,"C++, Data Structures, Algorithms",Maharashtra,AdEngage,1291175,Full-time,Thane
Social Media Executive,Entry level,"Data Analysis, Excel, Power BI",Maharashtra,PUNO,336461,Full-time,Pune
Digital marketing freshers- Thane West,Executive,"React, JavaScript, HTML, CSS",Maharashtra,AdEngage,1119564,Full-time,Thane
Associate Product Marketing Manager,Not Applicable,"Java, Spring Boot, Microservices",Maharashtra,Google,923790,Full-time,Mumbai
Marketing Manager,Not Applicable,"AWS, Docker, Kubernetes",Karnataka,Jar,636684,Full-time,Bengaluru
Social Media Executive (Fresher),Entry level,"React, JavaScript, HTML, CSS",Gujarat,Votiko,1167638,Full-time,Surat
Assistant Manager Digital Marketing,Executive,"Communication, Leadership, Teamwork",Rajasthan,ALL - Accor Live Limitless,1196721,Full-time,Jaipur
Regional Marketing Manager,Mid-Senior level,"Java, Spring Boot, Microservices",West Bengal,Spencer's Retail,1057803,Full-time,Kolkata
Social Media Marketing Associate / Brand Manager,Executive,"Cybersecurity, Network Security, Ethical Hacking",Tamil Nadu,Tiny Dot Foods,1453888,Full-time,Chennai
Social Media Marketing Specialist,Internship,"Data Analysis, Excel, Power BI",Maharashtra,Saffron String,471706,Internship,Mumbai
Social Media Executive,Associate,"AWS, Docker, Kubernetes",Karnataka,Global AI Show,1258373,Full-time,Bengaluru
Marketing Manager,Mid-Senior level,"Python, SQL, Machine Learning",Maharashtra,Sheetal Jewellery House LLP,1486718,Full-time,Mumbai
Junior Social Media Marketing Executive,Entry level,"Data Analysis, Excel, Power BI",Uttar Pradesh,Analytics Jobs,973289,Full-time,Noida
Social Media Marketing Executive,Executive,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,The Bombay Digital Company,1416955,Full-time,Mumbai
Social Media Executive,Associate,"C++, Data Structures, Algorithms",Karnataka,Global Blockchain Show,951672,Full-time,Bengaluru
Junior Social Media Marketing Executive,Entry level,"Python, SQL, Machine Learning",Maharashtra,SourceGrids,1352561,Full-time,Mumbai
Social Media Executive,Associate,"Python, SQL, Machine Learning",Haryana,Global AI Show,560218,Full-time,Gurugram
Manager- Customer Retention Marketing,Not Applicable,"Java, Spring Boot, Microservices",Maharashtra,Tata CLiQ,1163617,Full-time,Mumbai
Social Media Marketing,Entry level,"Python, SQL, Machine Learning",Haryana,Unicorn Tech Media,710493,Internship,Gurgaon
Social Media Executive,Executive,"React, JavaScript, HTML, CSS",Maharashtra,The Bombay Digital Company,1054718,Full-time,Mumbai
Junior Social Media Marketing Executive,Entry level,"React, JavaScript, HTML, CSS",India,Ed Explorars,376417,Full-time,Delhi
Content & Brand Marketing Executive (Social Media Focus),Entry level,"Communication, Leadership, Teamwork",Maharashtra,Super Scholar,763060,Full-time,Mumbai
Social Media executive,Entry level,"Communication, Leadership, Teamwork",Delhi,Tejoo Fashions,1191921,Full-time,Delhi
Marketing coordinator,Entry level,"AWS, Docker, Kubernetes",Uttar Pradesh,Ok Lifecare Private Limited,1021723,Full-time,Bulandshahr
hiring Jr. Digital Marketing Executive@ Ghansoli,Executive,"Python, SQL, Machine Learning",Maharashtra,PTS Systems & Solutions Pvt. Ltd.,1318461,Full-time,Thane
Digital Marketing(Freshers),Entry level,"Cybersecurity, Network Security, Ethical Hacking",Tamil Nadu,Fire Bee Techno Services Pvt Ltd,448369,Full-time,Madurai
Social Media Executive,Mid-Senior level,"C++, Data Structures, Algorithms",Maharashtra,ZOOP.ONE,1454571,Full-time,Pune
Social Media Marketing Specialist,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Kinara Capital,752341,Full-time,Bengaluru
Assistant Manager - Marketing,Mid-Senior level,"Communication, Leadership, Teamwork",Jammu & Kashmir,Marriott Hotels,1152450,Full-time,Reasi
Social Media Executive,Associate,"React, JavaScript, HTML, CSS",Maharashtra,Global Blockchain Show,1447799,Full-time,Pune
Assistant Marketing Manager - Gurgaon Based,Mid-Senior level,"AWS, Docker, Kubernetes",Uttar Pradesh,Courtyard by Marriott,740420,Full-time,Gorakhpur
Social Media Executive-Fresher to 1 year,Entry level,"Communication, Leadership, Teamwork",Gujarat,Hirefaast,1037240,Full-time,Rajkot
Social Media Executive,Entry level,"AWS, Docker, Kubernetes",Uttar Pradesh,InstaAstro,1067400,Full-time,Noida
junior social media marketing,Executive,"Communication, Leadership, Teamwork",Karnataka,Percoyo Private Limited,1296246,Full-time,Bangalore Urban
Digital Marketing,Entry level,"AWS, Docker, Kubernetes",Tamil Nadu,Kaleidoscope,899332,Full-time,Chennai
Junior Marketing Associate - Social Media,Entry level,"React, JavaScript, HTML, CSS",Maharashtra,Carnera Technologies Inc.,939870,Full-time,Pune
Social Media Executive,Associate,"C++, Data Structures, Algorithms",Maharashtra,Global AI Show,1436478,Full-time,Pune
Digital Marketing Executive,Mid-Senior level,"Data Analysis, Excel, Power BI",Kerala,GVR BUSINESS TRANSFORMS,1028127,Full-time,Kochi
Assistant Marketing Manager,Associate,"React, JavaScript, HTML, CSS",Maharashtra,Unitile,913810,Full-time,Mumbai
Assistant Manager Digital & Marketing,Executive,"Java, Spring Boot, Microservices",Delhi,ALL - Accor Live Limitless,517561,Full-time,Delhi Cantonment
Social Media Specialist,Associate,"Communication, Leadership, Teamwork",Karnataka,apna,1135906,Full-time,Bengaluru
Digital Marketing Executive,Executive,"Data Analysis, Excel, Power BI",Karnataka,iBCScorp,406721,Full-time,Bengaluru
International Marketing Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Maharashtra,Meril,633372,Full-time,Mumbai
"Director, Strategic Business Development - India",Director,"Communication, Leadership, Teamwork",India,Nike,339966,Full-time,Karnataka
Area Manager Retail Business Development (Rest of Maharashtra),Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Aditya Birla Fashion and Retail Ltd.,313766,Full-time,Nagpur
Manager / Senior Manager (Business Development & Partnerships),Mid-Senior level,"Data Analysis, Excel, Power BI",Haryana,Adani Digital Labs,629102,Full-time,Gurugram
Business Development Manager - MENA,Entry level,"Java, Spring Boot, Microservices",Karnataka,Freshworks,398877,Full-time,Bengaluru
Business Development Manager,Mid-Senior level,"Python, SQL, Machine Learning",Gujarat,Reliance Industries Limited,589205,Full-time,Jamnagar
CI Business Development Executive,Associate,"C++, Data Structures, Algorithms",Gujarat,Ather Energy,590794,Full-time,Ahmedabad
Manager/Senior Manager Business Development,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Uttar Pradesh,Denave,1266524,Full-time,Dadri
Business Development Executive,Executive,"Java, Spring Boot, Microservices",Maharashtra,Schbang,1315202,Full-time,Mumbai
Business Development Manager,Mid-Senior level,"C++, Data Structures, Algorithms",Haryana,Bennett Coleman & Co. Ltd. (The Times of India),1148557,Full-time,Gurugram
Business Development Manager,Entry level,"Python, SQL, Machine Learning",Maharashtra,JUSPAY,592281,Full-time,Mumbai
Business Development Executive,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Haryana,magicpin,1495200,Full-time,Gurugram
NxtWave - Manager - Business Development,Mid-Senior level,"Data Analysis, Excel, Power BI",Telangana,NxtWave,1185089,Full-time,Banjara Hills
CI Business Development Executive,Associate,"C++, Data Structures, Algorithms",India,Ather Energy,845560,Full-time,Kerala
Business Development Executive,Associate,"Python, SQL, Machine Learning",Uttar Pradesh,Hindustan Recruitment,954583,Full-time,Noida
Sr. Manager Business Development,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Haryana,Thimblerr,1480528,Full-time,Gurugram
Senior Business Development Manager,Executive,"Python, SQL, Machine Learning",Tamil Nadu,MakeMyTrip,951886,Full-time,Ooty
Business Development Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,Redrob by McKinley Rice,1274414,Full-time,Bengaluru
Business Development Manager (BDM),Mid-Senior level,"Python, SQL, Machine Learning",Uttar Pradesh,Aditya Birla Capital,797752,Full-time,Gorakhpur
Business Development Manager- Interiors,Associate,"Communication, Leadership, Teamwork",Karnataka,Magicbricks,597080,Full-time,Bengaluru
NxtWave - Business Development Manager - Sales - Hindi,Mid-Senior level,"React, JavaScript, HTML, CSS",Delhi,NxtWave,1015060,Full-time,Saraswati Vihar
Business Development Manager,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,Amazon,1435849,Full-time,Bengaluru
Corporate Development Manager (Founder’s Office),Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Bureau,934712,Full-time,Bengaluru
Business Development Manager ( NBFC),Mid-Senior level,"AWS, Docker, Kubernetes",Maharashtra,BharatPe,1251542,Full-time,Mumbai
Assistant Manager - New Business Development (Mumbai/Pune),Mid-Senior level,"Communication, Leadership, Teamwork",Maharashtra,Delhivery,982525,Full-time,Mumbai
Sr. Manager/Manager - Business Development,Associate,"Python, SQL, Machine Learning",Uttar Pradesh,Technip Energies,302556,Full-time,Noida
BDM (Business Development Manager),Mid-Senior level,"React, JavaScript, HTML, CSS",Telangana,Multi Recruit,818181,Full-time,Hyderabad
Business Development Manager (BDM),Mid-Senior level,"AWS, Docker, Kubernetes",Gujarat,Aditya Birla Capital,1266890,Full-time,Vadodara
Business Development Manager,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Aditya Birla Capital,685386,Full-time,Pune
Business Development Executive,Associate,"Communication, Leadership, Teamwork",Karnataka,Hindustan Recruitment,807322,Full-time,Bengaluru North
Business Development Director,Director,"Data Analysis, Excel, Power BI",Maharashtra,Miracle Hub,486909,Full-time,Mumbai
International Business Development Executive,Entry level,"Python, SQL, Machine Learning",Gujarat,YO HR Consultancy,1478977,Full-time,Ahmedabad
Business Development Manager,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Haryana,Amazon,1412965,Full-time,Gurugram
NxtWave - Business Development Manager - Sales - Tamil,Mid-Senior level,"Data Analysis, Excel, Power BI",Tamil Nadu,NxtWave,317976,Full-time,Madurai
Business Development Executive,Internship,"C++, Data Structures, Algorithms",Haryana,PyjamaHR,1051142,Full-time,Gurgaon
Business Development Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Haryana,Redrob by McKinley Rice,1409468,Full-time,Gurugram
Regional Business Development Manager - Emerging Markets,Mid-Senior level,"Communication, Leadership, Teamwork",Kerala,Pine Labs,912849,Full-time,Kochi
Business Development Manager,Associate,"Python, SQL, Machine Learning",Delhi,Zigsaw,788472,Full-time,New Delhi
Deputy General Manager Business Development,Mid-Senior level,"Java, Spring Boot, Microservices",Gujarat,SUN PHARMA,970971,Full-time,Vadodara
Business Development Manager,Entry level,"Cybersecurity, Network Security, Ethical Hacking",India,MetaApply,1420450,Full-time,Tamil Nadu
Business Development Manager,Director,"Python, SQL, Machine Learning",Karnataka,Obelisk Consulting,498320,Full-time,Bengaluru North
Business Development Manager,Mid-Senior level,"Communication, Leadership, Teamwork",Maharashtra,Aditya Birla Capital,1323741,Full-time,Nagpur
Senior Executive Relationship Manager - Business Development,Associate,"Data Analysis, Excel, Power BI",Maharashtra,Discover Financial Services,753521,Full-time,Mumbai
Manager - Business Development,Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,WedMeGood: India's Top Wedding Planning App,663304,Full-time,Bengaluru
Business Development Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Maharashtra,UNISON INTERNATIONAL CONSULTING (The Recruitment Company),637093,Full-time,Mumbai
Business Development Manager (BDM),Mid-Senior level,"Python, SQL, Machine Learning",Madhya Pradesh,Aditya Birla Capital,562566,Full-time,Indore
India Business Development Manager,Mid-Senior level,"Python, SQL, Machine Learning",Haryana,EvolveMinds-A Talent Agency,1115662,Full-time,Gurgaon
WedMeGood - Manager - Business Development,Mid-Senior level,"AWS, Docker, Kubernetes",Uttar Pradesh,WedMeGood: India's Top Wedding Planning App,498021,Full-time,Gautam Buddha Nagar
Business Development Manager (Mumbai),Mid-Senior level,"React, JavaScript, HTML, CSS",Maharashtra,Amber,1023272,Full-time,Mumbai
Business Development Manager (BDM),Mid-Senior level,"Java, Spring Boot, Microservices",Andhra Pradesh,Aditya Birla Capital,403936,Full-time,Vijayawada
Business Development Manager (BDM),Mid-Senior level,"Python, SQL, Machine Learning",Maharashtra,Aditya Birla Capital,1357798,Full-time,Virar
Business Development Manager (AGM),Mid-Senior level,"C++, Data Structures, Algorithms",Haryana,Vasitum,660375,Full-time,Gurugram
NxtWave - Manager - Business Development/Sales,Mid-Senior level,"C++, Data Structures, Algorithms",Telangana,NxtWave,1421978,Full-time,Banjara Hills
Senior Manager - Business Development,Mid-Senior level,"Java, Spring Boot, Microservices",Uttar Pradesh,Halma plc,1060480,Full-time,Noida
"Assistant Manager, Business Development - India",Mid-Senior level,"Communication, Leadership, Teamwork",Rajasthan,Herbalife International India Pvt. Ltd.,1278772,Full-time,Jaipur
NxtWave - Business Development Manager - Sales - Odia,Mid-Senior level,"Java, Spring Boot, Microservices",Odisha,NxtWave,1355249,Full-time,Bhubaneshwar
Senior Business Development Manager - Alternate Accommodation,Mid-Senior level,"React, JavaScript, HTML, CSS",Rajasthan,MakeMyTrip,324903,Full-time,Jodhpur
Associate Director / Director in Business Development (AI/ML),Director,"Python, SQL, Machine Learning",Maharashtra,Calsoft,1157482,Full-time,Pune
Nxtwave - Manager - Business Development/Sales,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Andhra Pradesh,NxtWave,1381219,Full-time,Vishakhapatnam
NxtWave - Business Development Manager - Sales,Mid-Senior level,"Data Analysis, Excel, Power BI",Kerala,NxtWave,669158,Full-time,Kochi
Business Development Executive Adfors,Mid-Senior level,"Data Analysis, Excel, Power BI",Kerala,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",991160,Full-time,Kochi
"Business Development Manager, , LPA Offline Merchants",Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,Amazon,827537,Full-time,Bengaluru
AVP Business Development,Mid-Senior level,"React, JavaScript, HTML, CSS",Haryana,Dimensions HRD Consultants,373068,Full-time,Gurgaon
Business Development Manager,Mid-Senior level,"Communication, Leadership, Teamwork",Maharashtra,Careerfit.ai,1467565,Full-time,Mumbai
Business Development Manager - South India,Mid-Senior level,"React, JavaScript, HTML, CSS",Karnataka,MODIFI,1039515,Full-time,Bengaluru
Business Development Manager (BDM),Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Maharashtra,Aditya Birla Capital,1067698,Full-time,Pune
"Director, Business Development Leader",Director,"AWS, Docker, Kubernetes",Maharashtra,Visa,947246,Full-time,Mumbai
Business Development Manager,Mid-Senior level,"AWS, Docker, Kubernetes",Maharashtra,Future Market Insights,373677,Full-time,Pune
Business Development Manager,Mid-Senior level,"C++, Data Structures, Algorithms",India,Allstarconsulting1,857100,Full-time,Delhi
Product Manager,Not Applicable,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Tesco Bengaluru,1021438,Full-time,Bengaluru
Product Manager,Not Applicable,"C++, Data Structures, Algorithms",Karnataka,Tesco Bengaluru,414068,Full-time,Bengaluru
Product Manager Credit Card,Mid-Senior level,"Java, Spring Boot, Microservices",Maharashtra,Utkarsh Small Finance Bank,473960,Full-time,Mumbai
Product Owner - Process Manager,Director,"AWS, Docker, Kubernetes",Tamil Nadu,ValGenesis,868085,Full-time,Chennai
Associate Product Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Haryana,The Luxury Closet,519475,Full-time,Gurugram
"Product Manager (Full Time, Remote)",Entry level,"C++, Data Structures, Algorithms",Delhi,Hike,1025208,Full-time,Delhi Cantonment
Product Manager,Mid-Senior level,"Communication, Leadership, Teamwork",Maharashtra,Homesfy Realty Ltd,1071035,Full-time,Thane
Product Innovation Manager,Mid-Senior level,"Python, SQL, Machine Learning",Uttar Pradesh,DFM Foods Limited,836937,Full-time,Noida
Senior Manager - Product Management,Mid-Senior level,"C++, Data Structures, Algorithms",Karnataka,Freshworks,1162774,Full-time,Bengaluru
Product Manager,Mid-Senior level,"AWS, Docker, Kubernetes",Maharashtra,Kodo,912758,Full-time,Pune
Senior Product Manager,Mid-Senior level,"AWS, Docker, Kubernetes",Karnataka,Freshworks,852405,Full-time,Bengaluru
Product Manager,Executive,"C++, Data Structures, Algorithms",Haryana,Comviva,1467273,Full-time,Gurugram
Product Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Karnataka,Radius,644609,Full-time,Bengaluru
Product Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,99Games,797191,Full-time,Udupi
Product Manager,Executive,"AWS, Docker, Kubernetes",Haryana,Comviva,1331144,Full-time,Gurugram
Associate Product Manager,Mid-Senior level,"Communication, Leadership, Teamwork",Maharashtra,Experian,1358681,Full-time,Mumbai
Senior Product Manager,Mid-Senior level,"Python, SQL, Machine Learning",Karnataka,Freshworks,552576,Full-time,Bengaluru
Product Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,FRND,1419952,Full-time,Bengaluru
Senior Product Manager,Mid-Senior level,"Java, Spring Boot, Microservices",Tamil Nadu,Freshworks,815901,Full-time,Chennai
Manager Product - Denim,Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,Aditya Birla Fashion and Retail Ltd.,1122559,Full-time,Bangalore Urban
Senior Product Manager,Mid-Senior level,"Python, SQL, Machine Learning",Tamil Nadu,Freshworks,1460835,Full-time,Chennai
Product Manager,Mid-Senior level,"React, JavaScript, HTML, CSS",Haryana,Zypp Electric,975998,Full-time,Gurugram
Associate Product Manager,Not Applicable,"Data Analysis, Excel, Power BI",Karnataka,Jar,657033,Full-time,Bengaluru
Staff Product Manager,Mid-Senior level,"Python, SQL, Machine Learning",Karnataka,Freshworks,1119741,Full-time,Bengaluru
Staff Product Manager,Mid-Senior level,"Data Analysis, Excel, Power BI",Karnataka,Freshworks,840960,Full-time,Bengaluru
Staff Product Manager,Mid-Senior level,"Python, SQL, Machine Learning",Karnataka,Freshworks,664411,Full-time,Bengaluru
Product Manager,Mid-Senior level,"Cybersecurity, Network Security, Ethical Hacking",Karnataka,Talent Giants Consultancy Services,949775,Full-time,Bengaluru
Product Manager,Associate,"Communication, Leadership, Teamwork",Gujarat,Corpository - A Yubi Company,679816,Full-time,Ahmedabad
